_source_file,"Station 
Code",Monitoring Location,State,"Temperature 
(°C)",_blank_,"Dissolved 
Oxygen 
(mg/L)",_blank___1,pH,_blank___2,"Conductivity 
(µmho/cm)",_blank___3,"BOD 
(mg/L)",_blank___4,"Nitrate N 
(mg/L)",_blank___5,"Fecal Coliform  
(MPN/100ml)",_blank___6,"Total Coliform  
(MPN/100ml)",_blank___7,"Fecal 
Streptococci 
(MPN/100ml)",_blank___8,State Name,"STN 
Code","NitrateN 
(mg/L)",0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,"Station  
Code"
table_27.csv,30000,"RIVER PILKHAR AT RAMPUR, BHOT(U.P)",,21.0,31.6,6.5,8.3,,7.5  8.0,121,745,1.0,2.4,0.32,0.98,4500,130000,7800,490000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_27.csv,30001,"RIVER BAHELA AT BADLI VILLAGE LOHIYA BRIDGE , 
TANDA (U.P.)",,20.3,31.2,0.3,8.9,,6.2  7.8,217,715,,1.4  145.0 0.32,,0.37,200,1300000,780,9200000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_27.csv,2736,"RIVER NANDOUR U/S AT SITARGANJ INDUSTRIAL AREA, 
US NAGAR",,,31.0,7.2,9.2,,7.5  7.9,165,220,1.6,2.2,0.35,0.49,210,540,350,920,63,170,UTTARAKHAND  12.0,,,,,,,,,,,,,,,,,,,,,,,
table_27.csv,2737,"RIVER NANDOUR D/S AT SITARGANJ INDUSTRIAL AREA, 
US NAGAR",,,32.0,6.9,8.6,,7.4  7.9,183,336,2.4,3.0,0.36,0.84,350,1600,920,1700,94,920,UTTARAKHAND  12.0,,,,,,,,,,,,,,,,,,,,,,,
table_27.csv,3438,"RIVER KALYANI  U/S OF  PANTNAGAR INDUSRIAL AREA, 
US NAGAR",,,30.0,5.0,7.2,,7.1  7.8,322,482,2.4,3.0,0.34,0.55,220,920,350,1600,79,540,UTTARAKHAND  13.0,,,,,,,,,,,,,,,,,,,,,,,
table_27.csv,3439,"RIVER KALYANI  D/S OF PANTNAGAR INDUSTRIAL AREA, 
US NAGAR",,,33.0,1.6,4.4,,6.8  7.5,396,,625  12.0  30.0  0.35,,,1.47,540,1600,920,1700,170,540,UTTARAKHAND  12.0,,,,,,,,,,,,,,,,,,,,,,,
table_27.csv,30077,"RIVER RAMGANGA AT ROAD BRIDGE  SHERKOT, 
DIST.BIJNAUR (U.P.)",,22.0,30.2,6.5,9.1,,7.2  7.9,221,730,1.0,3.4,0.32,0.36,2,49000,2,330000,2,2,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,30078,"RIVER RAMGANGA AT 
KALAGARHBARRAGE,KALAGARH,DIST,PAUDHIGADHWAL  
(U.K.)",,,28.8,7.4,9.5,,7.1  7.8,176,584,1.2,9.5,,0.32  10.14,2,790000,4500,3500000,,,UTTARAKHAND  21.5,,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,30077,"RIVER RAMGANGA AT ROAD BRIDGE  SHERKOT, 
DIST.BIJNAUR (U.P.)",,22.0,30.2,6.5,9.1,,7.2  7.9,221,730,1.0,3.4,0.32,0.36,2,49000,2,330000,2,2,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,1064,"RIVER RAMGANGA AT KANNAUJ (BEFORE CONF.), U.P",,14.0,30.0,,5.9  11.2  8.0  8.5,,,256,589,3.8,5.6,0.00,0.00,4300,6300,7500,13000,2,2,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,1065,"RIVER KALINADI NEAR  GUMATIYA VILLAGE ,KANNAUJ 
(BEFORE CONF.), U.P",,14.0,30.0,5.4,8.7,,7.4  8.2,240,496,5.0,6.4,0.00,0.00,4600,9800,8900,17000,2,2,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,1480,"RIVER KALINADI AT U/S OF GULAOTHI TOWN IN 
BULANDSAHAR, U.P.",,19.0,31.0,0.3,0.3,,7.6  7.9,403,,558  46.0  62.0  0.00,,,,0.00  2200000 4100000 3200000  5800000,,,,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,2497,"RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH 
ROAD, VILL. KOL, MEERUT",,14.0,21.0,0.3,0.3,,7.5  7.7,480,,940  32.0  56.0  22.00 32.00,,,,63000,130000,94000,170000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,2482,"RIVER VARUNA AT RAMESHWAR, VARANASI",,23.5,29.0,7.1,8.2,,8.0  8.4,312,480,2.8,3.8,0.60,0.96,1100,2300,1700,3300,380,840,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,2483,RIVER VARUNA B/C WITH GANGA AT VARANASI,,23.5,29.5,3.0,4.8,,7.2  7.6,524,664,,8.6  12.8  1.72 260.00  17000,,,,22000,27000,33000,7900,17000,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,2502,"SHUKRA TAL GHAT (CONFLUENCE OF BANGANGA AND 
SALONI RIVER), MUZAFFARNAGAR,",,18.0,26.7,5.5,7.3,,7.5  7.8,140,170,1.8,2.8,0.00,0.00,700,1100,1000,1700,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,1361,"RIVER SAI AT UNNAO AFTER DRAIN OUTFALL, U.P.",,18.0,32.0,3.5,8.0,,7.7  8.2,324,531,3.0,4.3,0.30,1.38,2300,4900,4700,7900,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,2484,"RIVER SAI AT JALALPUR, JAUNPUR",,24.0,29.5,7.3,8.6,,8.1  8.4,316,446,2.4,3.4,0.55,0.92,2100,5800,4600,8400,1300,3100,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,1072,"RIVER GOMTI AT VARANASI, RAJWARI U.P",,24.0,29.0,7.2,8.6,,7.9  8.4,318,484,3.0,4.0,0.56,1.34,3100,9300,7000,13000,2000,4600,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,1350,"RIVER GOMTI AT SITAPUR U/S DADNAMAU GHAT, U.P.",,,,,6.4  12.2  7.8  8.5,,,238,422,2.0,4.4,0.00,1.62,450,1400,1400,2800,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,1351,"RIVER GOMTI AT LUCKNOW U/S AT WATER INTAKE 
POINT, U.P.",,,,,4.2  10.9  7.4  8.4,,,311,512,2.9,4.0,0.61,0.88,210,4900,4700,7800,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,1352,"RIVER GOMTI AT LUCKNOW D/S PIPRAGHAT , U.P.",,,,0.9,2.4,,7.0  7.8,404,,807  10.5  13.8  0.30,,,2.68,70000,170000,110000,240000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,1353,"RIVER GOMTI AT JAUNPUR D/S, U.P.",,24.0,29.5,7.0,8.0,,7.8  8.5,322,490,3.2,4.3,0.60,1.42,3300,14000,8400,21000,2400,8400,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,10083,RIVER GOMTI AT NEEMSAR U/S,,,,,6.2  12.0  7.8  8.5,,,247,429,2.1,2.8,0.55,0.75,680,1700,1700,3400,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,10084,RIVER GOMTI AT NEEMSAR D/S,,,,,5.8  11.6  7.7  8.4,,,262,440,2.3,3.2,0.58,0.78,780,2400,2100,4000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_28.csv,10085,RIVER GOMTI AT BHATPUR U/S,,,,,5.6  11.4  7.7  8.4,,,274,458,2.4,3.4,1.10,1.64,780,2600,2000,4500,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10086,RIVER GOMTI AT BHATPUR D/S,,,,,4.7  10.8  7.6  8.4,,,291,481,2.7,3.8,1.20,1.82,1400,3300,2800,5400,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10087,RIVER GOMTI AT GAUGHAT U/S,,,,,4.2  11.0  7.4  8.4,,,310,488,2.9,4.0,0.62,0.89,2300,4900,4700,7800,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10088,RIVER GOMTI AT GAUGHAT D/S,,,,,3.9  10.5  7.3  8.4,,,322,528,3.1,4.2,0.62,1.14,2400,4900,5400,7900,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10089,RIVER GOMTI AT MOHMEAK U/S,,,,1.2,5.2,,7.2  7.9,348,764,,7.0  10.6  0.84,,1.49,33000,78000,61000,120000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10090,RIVER GOMTI AT MOHMEAK D/S,,,,0.9,4.4,,7.2  7.8,364,781,,7.6  11.2  0.85,,1.56,45000,94000,68000,140000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10091,RIVER GOMTI AT PIPRAGHAT U/S,,,,1.1,2.8,,7.1  7.8,389,789,,9.8  13.0  0.30,,2.46,70000,130000,94000,220000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10092,RIVER GOMTI AT PIPRAGHAT D/S,,,,0.9,2.5,,7.0  7.8,403,,808  10.5  13.8  0.30,,,2.68,70000,170000,110000,240000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10093,RIVER GOMTI AT GANGAGANJ U/S,,,,2.9,5.8,,7.3  7.9,348,741,5.5,8.0,1.28,1.68,13000,49000,23000,94000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10094,RIVER GOMTI AT GANGAGANJ D/S,,,,3.2,4.7,,7.3  7.9,336,724,5.6,7.5,1.29,1.66,11000,49000,21000,79000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10095,RIVER GOMTI AT SULTANPUR U/S,,23.0,28.0,5.7,7.0,,7.9  8.2,345,518,4.0,4.9,0.00,0.92,2700,4900,4700,12000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10096,RIVER GOMTI AT SULTANPUR D/S,,23.0,28.0,5.3,7.3,,8.0  8.2,341,530,4.2,5.8,0.82,0.94,2600,7000,4900,17000,2,2,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,10097,RIVER GOMTI AT JAUNPUR U/S,,24.0,29.5,7.4,8.6,,8.0  8.4,315,478,2.4,3.3,0.52,1.20,700,1700,1100,2400,430,700,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,1363,"RIVER RAPTI AFTER CONFL. OF R. HONIN NR. 
DOMINGARH RLY BRIDGE, GORAKHPUR, U.P.",,16.0,24.0,7.8,8.4,,7.9  8.2,270,,2920  2.6,8.4,0.00,0.00,8000,16000,18000,30000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,4517,"RIVER RAPTI AT RAJGHAT, GORAKHPUR",,16.0,26.0,7.4,8.0,,7.7  8.0,360,,3960  4.2,7.7,0.00,0.00,12000,28000,28000,44000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,1076,"RIVER GHAGHARA NEAR CHAPRA, RIVILGANJ, MANJHI, 
SARAN",,19.0,33.0,6.0,9.7,,7.0  8.2,159,361,1.0,2.9,0.12,0.30,1100,92000,2300,160000,,,BIHAR,,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,1355,"RIVER GHAGHARA AT TURTIPAR,DEORIA D/S, U.P.",,16.0,25.0,7.6,8.4,,7.7  8.0,330,,4120  2.6,4.0,0.00,0.00,10000,26000,22000,50000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,2492,"RIVER GHAGHRA AT BARHALGANJ, GORAKHPUR",,16.0,24.0,7.8,8.3,,7.8  8.2,370,392,3.4,4.2,0.00,0.00,8000,24000,18000,38000,,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,1359,"RIVER RIHAND AT RENUKUT U/S, U.P.",,22.0,28.5,8.5,9.8,,7.9  8.3,232,292,1.8,2.5,0.52,0.86,210,460,460,700,170,310,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,1360,"RIVER RIHAND AT RENUKUT D/S, U.P.",,22.0,28.5,7.8,9.0,,7.8  8.4,248,310,2.8,3.7,0.64,1.22,1300,2700,2300,3900,580,1100,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_29.csv,1143,"RIVER TONS AT CHAKGHAT, M.P.",,17.3,29.8,6.7,7.8,,7.6  8.2,236,456,1.5,1.9,0.45,1.16,2,2,46,49,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,RIVER SUTLEJ NEAR LUHNOO GROUND,,10.0,33.0,8.1,8.9,,6.8  8.3,150,335,1.0,2.8,,3.50,33,1600,240,1600,2,2,"HIMACHAL 
PRADESH",4033,0.39,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"RIVER SUTLEJ BEFORE CONFLUENCE WITH GANVI 
KHAND",,7.0,13.0,8.9,9.4,,7.5  8.3,117,258,1.0,1.0,,1.01,5,26,17,350,2,2,"HIMACHAL 
PRADESH",4450,0.32,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,RIVER SUTLEJ AFTER CONFLUENCE WITH GANVI KHAD,,7.5,13.0,8.9,9.4,,7.6  8.2,100,248,1.0,1.0,,0.82,7,110,17,1600,2,2,"HIMACHAL 
PRADESH",4451,0.32,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,RIVER SUTLEJ AT NANGAL (H.P.),,16.5,23.0,7.0,9.8,,7.9  8.3,230,356,1.0,1.0,,0.71,20,4500,460,33000,17,130,"HIMACHAL 
PRADESH",30009,0.42,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"RIVER SUTLEJ U/S OF EXIT POINT OF DEHAR POWER 
HOUSE",,9.0,26.0,8.5,9.6,,5.7  8.0,96,286,1.0,1.0,,0.98,22,49,70,240,2,2,"HIMACHAL 
PRADESH",1014,0.32,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"RIVER SUTLEJ D/S OF EXIT POINT OF DEHAR POWER 
HOUSE",,9.0,26.0,8.1,9.1,,7.3  8.1,94,240,1.0,1.0,,2.08,32,84,110,430,2,2,"HIMACHAL 
PRADESH",1015,0.32,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,RIVER SUTLEJ D/S BHAKHRA,,16.0,26.0,8.2,9.3,,6.9  8.3,203,354,1.0,2.3,,0.93,2,6,13,80,2,2,"HIMACHAL 
PRADESH",1016,0.32,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"30087  RIVER SUTLEJ U/S AT OLINDA, NEAR BHAKRA DAM, H.P.",,19.0,23.0,,7.0  10.7  7.9  8.4,,,223,273,1.0,1.0,,2.47,2,2600,13,54000,2,17,"HIMACHAL 
PRADESH",,0.42,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"RIVER SUTLEJ D/S OLINDA, NEAR BHAKRA DAM, H.P.",,18.5,23.0,,7.1  10.4  8.0  8.3,,,217,272,1.0,1.0,,1.13,4,2200,14,92000,2,490,"HIMACHAL 
PRADESH",30088,0.47,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,RIVER SUTLEJ AT NOORPUR BEDI ROAD (PUNJAB),,19.5,24.0,7.1,9.8,,7.7  8.3,257,333,1.0,5.0,,1.10,200,13000,1700,350000,130,700,PUNJAB,30010,0.32,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"RIVER SUTLEJ AT D/S KIRATPUR SAHIB, PUNJAB",,14.0,28.0,7.2,9.4,,7.0  8.3,227,290,1.0,1.0,,5.90,33,250,120,580,,,PUNJAB,1814,0.70,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"RIVER SUTLEJ AT D/S NFL, PUNJAB",,16.0,22.0,,7.0  12.1  7.4  8.3,,,206,274,1.0,1.0,,3.10,17,100,70,330,,,PUNJAB,1380,0.80,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"RIVER SUTLEJ AT 100 MT. D/S OF PACL, NANGAL",,16.0,22.0,,7.0  12.2  7.6  8.4,,,207,275,1.0,1.0,,3.10,20,110,79,330,,,PUNJAB,2915,0.80,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,RIVER SUTLEJ AT ANANDPUR SAHIB,,15.0,23.0,,7.4  12.3  7.1  8.5,,,202,298,1.0,1.0,,6.00,22,210,110,470,,,PUNJAB,10020,0.90,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,RIVER SUTLEJ AT BUNGA SAHIB,,13.0,28.0,,7.5  10.0  7.0  8.3,,,210,302,1.0,1.0,,2.40,38,380,140,840,,,PUNJAB,10021,0.90,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,RIVER SUTLEJ AT PHILLAUR U/S,,15.0,35.0,4.6,8.4,,7.6  8.1,248,574,1.0,3.0,,1.40,200,1700,700,3900,,,PUNJAB,10022,0.30,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,RIVER SUTLEJ AT PHAGWARA U/S (CHAHERU BRIDGE),,15.0,35.0,0.3,5.8,,7.2  8.1,518,,1144  4.5  14.0  0.40,,,2.80,330,2300,1400,4300,,,PUNJAB,10023,,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"RIVER SUTLEJ AT PHAGWARA D/S (KANGANIWAL 
BRIDGE)",,15.0,32.0,0.3,1.9,,7.3  7.8,538,,1248  4.8  21.0  0.40,,,2.00,1100,110000,6300,340000,,,PUNJAB,10024,,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,RIVER SUTLEJ AT LUDHIANA U/S,,10.0,29.0,6.3,8.8,,7.6  8.3,257,320,1.0,1.8,,3.10,130,780,700,2600,,,PUNJAB,10027,0.80,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,RIVER SUTLEJ AT LUDHIANA D/S,,13.0,30.0,0.3,6.6,,7.2  7.9,247,,1245  2.3  75.0  1.40,,,3.80,17000,1700000,54000,6300000,,,PUNJAB,10028,,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"RIVER SUTLEJ AT 100M U/S OF HEADWORKS, NANGAL",,16.0,21.0,6.7,9.6,,7.5  8.1,196,264,1.0,1.0,,1.80,17,78,68,270,,,PUNJAB,1017,0.40,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"RIVER SUTLEJ AT 100M D/S , NANGAL",,17.0,24.0,,7.6  11.4  7.6  8.5,,,200,270,1.0,1.0,,2.20,20,170,70,390,,,PUNJAB,1018,0.80,,,,,,,,,,,,,,,,,,,,,
table_3.csv,,"RIVER SUTLEJ AT 1 KM. D/S OF ZENITH, PUNJAB",,14.0,29.0,7.0,9.8,,7.3  8.5,243,363,1.0,1.0,,2.70,78,700,490,1700,,,PUNJAB,1293,0.70,,,,,,,,,,,,,,,,,,,,,
table_30.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_30.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,,,,,,,,,,,,,,,,,,,,,,,
table_30.csv,1144,"RIVER TONS AT MADHAVGARH, M.P.",,23.4,33.2,4.1,7.5,,7.5  8.0,461,,3212  1.7,3.4,0.00,0.00,2,16,70,120,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_30.csv,3328,"RIVER TONS AT MADHAVGARH, NEAR PHED W/S INTAKE 
POINT, SATNA",,22.6,33.1,4.7,7.4,,7.3  7.9,647,,2994  1.8,2.8,0.00,0.00,2,14,44,118,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_30.csv,3853,"RIVER TONS AT BASAMAN MAMA TEMPLE, NEAR PURWA 
FALL, TEHSIL- 
SEMARIYA, DIST- REWA",,19.6,31.5,6.8,7.5,,7.4  8.2,298,414,1.4,1.8,0.43,0.97,2,2,41,49,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_30.csv,4609,"RIVER TONS AT M.P-U.P BOUNDARY, BEFORE MIXING 
RIVER BELAN CHAKGHAT REWA",,17.6,29.5,7.1,7.3,,7.6  8.2,267,381,1.2,1.8,0.32,1.03,2,2,43,48,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_30.csv,5543,"River BeeharÂ Khthuliya Intake Well Point ,Rewa",,24.0,29.2,7.1,8.0,,7.5  8.1,278,293,1.3,1.5,0.34,1.00,2,2,38,48,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_30.csv,4611,RIVER GAMBHIR AT DAM SITE UJJAIN,,25.0,29.0,7.0,7.8,,7.4  7.8,290,417,1.4,2.0,0.32,0.88,2,2,40,49,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_30.csv,1607,"RIVER BASLI GOHAD DAM, GOHAD, M.P",,19.0,27.0,7.0,7.8,,7.1  7.7,400,752,1.4,2.1,0.47,2.00,4,8,22,28,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_30.csv,2120,"RIVER KALIASOT NEAR ROAD BRIDGE, MANDIDEEP",,17.0,33.0,6.3,7.9,,7.2  7.9,312,668,2.2,3.0,3.48,6.48,11,63,120,430,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_30.csv,2142,"River KALISINDH  NEAR ROAD BRIDGE SARANGPUR, 
RAJGARH",,16.0,26.0,,3.5  11.4  7.1  8.3,,,285,918,1.0,3.0,,1.24  23.40,4,110,220,430,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_30.csv,4621,RIVER HATHNI NANPUR FATA DAM ALIRAJPUR,,20.0,22.0,6.9,7.7,,7.7  8.2,338,487,1.0,1.2,0.73,1.79,2,2,41,46,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_31.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_31.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,,,,,,,,,,,,,,,,,,,,,,,
table_31.csv,3125,"RIVER GANDAK GOPALGANJ PIPRAKOTHI ROAD BRIDGE 
(DUMARIA GHAT)",,18.0,31.0,7.1,9.8,,7.3  8.2,166,308,1.0,2.1,0.30,0.30,2200,92000,7000,160000,,,BIHAR,,,,,,,,,,,,,,,,,,,,,,,
table_31.csv,2568,"RIVER GANDAK AT REWAGHAT, MUZAFFARPUR",,18.0,31.0,6.6,9.5,,7.3  8.2,175,309,1.0,2.7,0.30,0.30,2300,54000,3300,92000,,,BIHAR,,,,,,,,,,,,,,,,,,,,,,,
table_31.csv,10163,"RIVER GANDAK AT ROAD BRIDGE, U/S HAJIPUR, 
VAISHALI (BORDER OF SARAN & VAISHALI)",,18.0,30.0,7.1,9.4,,7.2  8.2,173,272,1.0,2.4,0.30,0.30,1400,54000,2700,160000,,,BIHAR,,,,,,,,,,,,,,,,,,,,,,,
table_31.csv,10126,"RIVER GANDAK AT KONHARA GHAT, OPPOSITE 
HARIHARNATH MANDIR,SONEPUR",,17.0,30.0,7.1,8.9,,7.2  8.2,170,268,1.1,2.4,0.30,0.30,1300,92000,3300,160000,,,BIHAR,,,,,,,,,,,,,,,,,,,,,,,
table_31.csv,1078,"RIVER GANDAK  AT SONEPUR NEAR HARIHARNATH 
TEMPLE",,17.0,31.0,6.6,9.1,,7.2  8.3,167,264,1.0,2.6,0.30,0.30,3300,92000,4600,160000,,,BIHAR,,,,,,,,,,,,,,,,,,,,,,,
table_32.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_32.csv,,,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,
table_32.csv,,"RIVER SIKRAHNA AT CHANPATIYA, NEAR CHANPATIYA 
ROAD BRIDGE, WEST CHAMPARAN",,17.0,36.0,2.1,9.9,,7.1  7.7,190,677,1.5,4.0,,0.30,1300,54000,1700,92000,,,BIHAR,1820,0.30,,,,,,,,,,,,,,,,,,,,,
table_32.csv,,"RIVER SIKRAHNA AT LAL PARSA, BETIAH, EAST 
CHAMPARAN",,20.0,31.0,4.4,9.6,,7.1  7.8,177,392,1.4,3.0,,0.30,1700,92000,2100,160000,,,BIHAR,2575,0.30,,,,,,,,,,,,,,,,,,,,,
