SourceFile,StationCode,MonitoringLocation,State,State,Temp_Min,Temp_Max,DO_Min,DO_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,BOD_Max,Nitrate_Min,Nitrate_Max,FecalColiform_Min,FecalColiform_Max,TotalColiform_Min,TotalColiform_Max,FecalStrepto_Min,FecalStrepto_Max,Temp_Avg,DO_Avg,pH_Avg,Conductivity_Avg,BOD_Avg,Nitrate_Avg,FecalColiform_Avg,TotalColiform_Avg,FecalStrepto_Avg,pH_Risk,DO_Risk,BOD_Risk,Cond_Risk,Nitrate_Risk,TotalColiform_Risk,FecalColiform_Risk,FecalStrepto_Risk,Risk
table_15.csv,10162,"RIVER GANGA AT ARA- CHAPRA ROAD BRIDGE 
(KOIILWAR BARHARA-CHAPRA ROAD)",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_15.csv,2564,"RIVER GANGA AT THE BALUGHAT, DORIGANJ, SARAN",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_15.csv,10114,"RIVER GANGA AT MAA AMBIKA ASTHAN, AAMI, SARAN",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_15.csv,1077,"RIVER GANGA AT DIGHA,  NEAR J P SETU, PATNA U/S",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_15.csv,2552,"RIVER GANGA AT GANDHIGHAT, NIT  PATNA",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_15.csv,10115,"RIVER GANGA AT GULABI GHAT, PATNA",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_15.csv,1079,"RIVER GANGA AT PATNA D/S (GANGA BRIDGE), 
GAIGHAT, PATNA",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_15.csv,3122,"RIVER GANGA AT MALSALAMI, PATNA CITY, PATNA",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_15.csv,4297,"RIVER GANGA AT KACHCHI-DARGAH-BIDUPUR NEAR 
ROAD BRIDGE, PATNA",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,10122,"RIVER GANGA AT TRIVENI GHAT, PATNA",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,2553,"RIVER GANGA AT KEWALA GHAT,FATUHA, PATNA",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,4301,"RIVER GANGA AT BAKHTIYARPUR-TAJPUR BRIDGE ON 
GANGA, ATHMALGOLA, PATNA",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,3115,"RIVER GANGA AT UMA NATH MANDIR,BARH",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,10130,"RIVER GANGA U/S OF M/S NTPC, BARH WATER INTAKE 
POINT, BARH",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,10131,"RIVER GANGA D/S OF M/S NTPC, BARH WATER INTAKE 
POINT,PATHANICHAK, BINDTOLA BARH",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,1817,"RIVER GANGA AT MOKAMA (U/S), MAHADEO ASTHAN, 
PATNA",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,1815,"RIVER GANGA AT MOKAMA (D/S), NEAR RAJENDRA 
BRIDGE , SIMIRIYA GHAT",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,3123,"RIVER GANGA AT BARAHIYA, NEPALITOLA, MARANCHI, 
HATHIDAH AT MOKAMA, PATNA",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,3116,RIVER GANGA AT U/S MUNGER KASHATHARNI GHAT,,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,1818,"RIVER GANGA AT MUNGER D/S, CREAMINATION GHAT",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,3117,"RIVER GANGA AT U/S AJGABINATH MANDIR 
SULTANGANJ, BHAGALPUR",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,2554,"RIVER GANGA D/S CREMINATION GHAT AT 
SULTANGANJ, BHAGALPUR",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,10138,"RIVER GANGA AT CHAMPANAGAR, RASIDPUR,  
BHAGALPUR",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,1819,"RIVER GANGA AT BHAGALPUR, OPP. KUPPA GHAT",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,4398,"RIVER GANGA AT WATER INTAKE POINT, BHAGALPUR",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,3118,RIVER GANGA AT D/S BHAGALPUR NEAR BARARIGHAT,,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,1816,"RIVER GANGA, JHAJGHAT AT KAHALGAON",,BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,10144,RIVER GANGA U/S NEAR LCT GHAT,,JHARKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,10145,RIVER GANGA D/S NEAR JANTA GHAT,,JHARKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,1059,"RIVER GANGA AT RAJMAHAL, BIHAR",,JHARKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,10146,RIVER GANGA AT SANGI DALAN,,JHARKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_16.csv,5162,"RIVER GANGA AT FARAKKA, MUSHIDABAD",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,10160,"RIVER GANGA AT BEHRAMPORE, (GORA 
BAZAR),MURSHIDABAD",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,1080,"RIVER GANGA AT BAHARAMPORE, MURSHIDABAD, 
WEST BENGAL",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,10159,"RIVER GANGA AT BEHRAMPORE(KHAGRA), 
MURSHIDABAD",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,2511,"RIVER NABADIP ON GANGA, GHOSHPARA NEAR 
MONIPURGHAT,NADIA",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,2506,"RIVER TRIBENI ON GANGA, NEAR BURNING GHAT, 
HOOGHLY",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,1054,RIVER GANGA AT PALTA WEST BENGAL,,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,10161,"RIVER GANGA AT PALTA, SHITALTALA,",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,1472,"RIVER GANGA AT SERAMPORE, HOOGHLY,WEST 
BENGAL",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,1053,"RIVER GANGA AT DAKSHMINESHWAR, KOLKATA, WEST 
BENGAL",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,1471,RIVER GANGA AT HOWRAH-SHIVPUR WEST BENGAL,,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,1470,"RIVER GANGA AT GARDEN REACH, KOLKATA, WEST 
BENGAL",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,1052,,,"RIVER GANGA AT ULUBERIA , HOWRAH,WEST BENGAL  WEST BENGAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,1469,"RIVER GANGA AT DIAMOND HARBOUR, 24 PARGANAS 
(S)WEST BENGAL",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_17.csv,1335,"RIVER GANGA AT PATIKALI NEAR DURGA CHAK WEST 
BENGAL",,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,1492,RIVER YAMUNA AT YAMUNOTRI,,UTTARAKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,1493,RIVER YAMUNA AT HANUMANCHATTI,,UTTARAKHAND  10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,1494,RIVER YAMUNA AT U/S OF LAKHWAR DAM,,UTTARAKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,30025,RIVER YAMUNA AT DAK PATHER (UTTARAKHAND),,UTTARAKHAND  17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,1490,"RIVER YAMUNA AT U/S DAKPATHER, DEHRADUN",,UTTARAKHAND  10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,30027,RIVER YAMUNA AT PONTA SAHIB (H.P),,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,1553,RIVER YAMUNA U/S PAONTA SAHIB,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,1554,RIVER YAMUNA D/S PAONTA SAHIB,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,4439,RIVER YAMUNA U/S SUN PHARMACEUTICALS,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,4440,RIVER YAMUNA D/S SUN PHARMACEUTICALS,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,30028,"RIVER YAMUNA AT BURIYA U/S JAGADHARI, MANDOLI, 
HARYANA",,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,30035,RIVER YAMUNA AT HATHNIKUND,,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,1117,"RIVER YAMUNA AT HATHNIKUND, YAMUNANAGAR",,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,1496,"RIVER YAMUNA AT KALANAUR, YAMUNA NAGAR",,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,4914,"RIVER YAMUNA AT MANGLAURA, KARNAL",,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,30032,"RIVER YAMUNA AT SONAULI ROAD, SHAMLI BORDER , 
PANIPAT (HARYANA)",,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,10004,RIVER YAMUNA AT KHOJKIPUR PANIPAT,,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,30029,"RIVER YAMUNA AT SONIPAT, BAGHPAT 
ROAD(HARYANA)",,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,1119,RIVER YAMUNA AT SONEPAT,,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,10005,"RIVER YAMUNA AT PALLA,SONEPAT",,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,10006,RIVER YAMUNA AT PALLA,,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,30026,RIVER YAMUNA AT PALLA (DELHI),,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_18.csv,1120,"RIVER YAMUNA AT PALLA, DELHI",,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,5098,RIVER YAMUNA AT WAZIRABAD,,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,5099,RIVER YAMUNA AT ISBT BRIDGE,,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,5100,RIVER YAMUNA AT ITO BRIDGE,,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,1121,"RIVER YAMUNA AT NIZAMUDDIN, DELHI",,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,1375,"RIVER YAMUNA AT OKHLA BRIDGE (INLET OF AGRA 
CANAL), DELHI",,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,1812,"RIVER YAMUNA AT OKHLA AFTER MEETING OF 
SHAHDARA DRAIN, DELHI",,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,30030,"RIVER YAMUNA AT ASGARPUR VILLAGE,(YAMUNA 
GHAT)U.P",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,30031,RIVER YAMUNA AT HASANPUR,,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,2493,RIVER YAMUNA AT SHAHPUR,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,2495,"RIVER YAMUNA AT KESIGHAT, VRINDAVAN",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,1123,"RIVER YAMUNA AT MATHURA U/S ,NEAR GAUGHAT U.P.",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,2494,"RIVER YAMUNA AT VISHRAMGHAT, MATHURA",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,1124,"RIVER YAMUNA AT MATHURA D/S , NEAR SHAMSHAN 
GHAT U.P.",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,1125,"RIVER YAMUNA AT AGRA U/S, U.P.(KAILASH GHAT)",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,1126,"RIVER YAMUNA AT D/S OF AGRA, U.P.",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,1498,"RIVER YAMUNA AT BATESWAR, U.P",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,10081,RIVER YAMUNA AT ETAWAH D/S,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,10082,RIVER YAMUNA AT UDI,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_19.csv,1127,"RIVER YAMUNA AT ETAWAH, U.P.",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,1867,"RIVER SUTLEJ BEFORE CONF.  WITH RIVER SPITI AT 
KHAB",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,2611,RIVER SUTLEJ AFTER CONF. WITH RIVER SPIT AT KHAB,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,3872,RIVER SUTLEJ D/S TIDONG HEP,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,4448,"RIVER SUTLEJ BEFORE CONFLUENCES WITH RIVER 
TIDONG",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,4449,"RIVER SUTLEJ AFTER CONFLUENCES WITH RIVER 
TIDONG",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,4452,"RIVER SUTLEJ BEFORE CONFLUENCES OF RIVER 
BASPA",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,3871,RIVER SUTLEJ D/S POWER HOUSE KASHANG HEP,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,3870,"RIVER SUTLEJ AFTER CONF. OF RIVER BASPA AT 
KARCHAM DAM",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,1389,RIVER SUTLEJ AT WANGTOO BRIDGE,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,4453,RIVER SUTLEJ AFTER CONFLUENCES OF RIVER BASPA,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,3869,"RIVER SUTLEJ D/S TRT OF RAMPUR HYDEL ELECTRIC 
PROJECT",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,1086,RIVER SUTLEJ AT U/S RAMPUR,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,1087,RIVER SUTLEJ AT D/S RAMPUR,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,1013,RIVER SUTLEJ AT U/S TATAPANI,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,4446,RIVER SUTLEJ U/S IANDFILL SITE RAMPUR,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,4447,RIVER STLUJ D/S LANDFILL SITE RAMPUR,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_2.csv,4032,RIVER SUTLEJ D/S ACC BARMANA,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_20.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_20.csv,1499,"RIVER YAMUNA AT JUHIKA B/C WITH CHANBAL, 
ETAWAH, U.P",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_20.csv,30034,RIVER YAMUNA AT ETAWAH,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_20.csv,30033,"RIVER YAMUNA A/C OF CHAMBAL AT SHERGARH, 
JUHIKA (U.P)",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_20.csv,2283,RIVER YAMUNA AT HAMIRPUR,,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_20.csv,1069,"RIVER  YAMUNA  AT PRAYAGRAJ D/S (BALUA GHAT), 
U.P.",,"UTTAR 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_21.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_21.csv,1510,"RIVER TONS AT TIUNI  (HIMACHAL PRADESH/UTTRA 
KHAND BORDER)",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_21.csv,30023,RIVER TONS AT HARIPUR (U.K.),,UTTARAKHAND  16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_21.csv,4027,RIVER GIRI D/S RAJGARH TOWN,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_21.csv,4028,"RIVER GIRI D/S KALGIDHAR TRUST, BARU SAHIB",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_21.csv,2621,"RIVER GIRI AT D/S YASHWANT NAGAR AFTER CONF. 
WITH ASHWANI KHAD AT YASHWANT NAGAR-  NEAR 
SHANI MANDIR",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_21.csv,3876,"RIVER GIRI AFTER CONFLUENCE OF ASHWANI RIVER AT 
VILLAGE MARYOG",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_21.csv,2622,RIVER GIRI AT U/S CCI MINES AT VILLAGE NADI,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_21.csv,2623,RIVER GIRI D/S SATAUN,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_21.csv,3877,RIVER GIRI U/S LWSS AT SAINJ,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,3878,RIVER GIRI D/S LWSS AT SAINJ,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, 
RAJBAN AT BANGRAN BRIDGE",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,4427,RIVER GIRI U/S CHAILLA,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,4441,"RIVER GIRI U/S PROPOSED SITE OF SRI RENUKAJI DAM 
SITE.",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,4442,"RIVER GIRI D/S PROPOSED SITE OF SRI RENUKAJI DAM 
SITE NEAR BRIDGE AT DADAHU- RENUKAJI",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,4473,RIVER GIRI D/S PROPOSED SITE OF RENUKA DAM,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,5292,"RIVER GIRI AT NIHARI, KOTKHAL",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,5764,"RIVER GIRI B/C WITH ASHWANI KHAD U/S OF WSS 
YASHWANT NAGAR",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,2617,RIVER PABBAR AT U/S DHAMBARI,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,2618,RIVER PABBAR AT U/S ROHRU,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,2619,RIVER PABBAR D/S SWARAKUDDU,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,4039,RIVER PABBAR U/S HATKOTI,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,5488,RIVER PABBAR AT  HATKOTI RESERVOIR,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,5767,RIVER ANDHRA B/C TO RIVER PABBAR AT CHIRGAON,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,2620,"ASHWANI KHAD U/S OF YASHWANT NAGAR BEFORE 
CONF. WITH RIVER GIRI AT YASHWANT NAGAR",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,2626,RIVER BATTA  U/S PAONTA AT KISHANPURA,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,2627,RIVER BATTA BEFORE CONFLUENCE TO YAMUNA,,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,4428,"ASHWANI KHAD U/S OF WEIR SITE OF WTP NEAR 
ASHWANI BRIDGE",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_22.csv,4429,"ASHWANI KHAD AFTER CONFLUENCE OF LIFT NALLAH 
NEAR DOGRHA BRIDGE",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_23.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_23.csv,4461,"ASHWANI KHAD D/S OF VILLAGE SADHUPIL, TEHSIL 
KANDAGHAT, DISTRICT SOLAN.",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_23.csv,4479,"ASHWANI KHAD U/S OF  SADHUPUL VILLAGE  (NEARBY 
800 METERS U/S OF THE BRIDGE)",,"HIMACHAL 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
